Category,Retailer,SKU,PN,URL,Price,Avg Rating,Rating Count
Microwaves,PC Richard,PSA2201RSS,PSA2201RSS,http://www.pcrichard.com/GE-Profile/GE-Profile-1-7-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/PSA2201RSS.pcrp?catId=201040,1169,,
Microwaves,PC Richard,PVM9179DFWW,PVM9179DFWW,http://www.pcrichard.com/GE-Profile/GE-Profile-1-7-Cu-Ft-Over-The-Range-Microwave-White-on-White/PVM9179DFWW.pcrp?catId=201040,494,,
Microwaves,PC Richard,R1874T,R-1874,http://www.pcrichard.com/Sharp/Sharp-1-1-Cu-Ft-Over-The-Range-Microwave-Black-with-Stainless-Steel/R1874T.pcrp?catId=201040,463,,
Ranges,PC Richard,ABS45DFBS,ABS45DFBS,http://www.pcrichard.com/GE/GE-30inch-Free-Standing-Electric-Range-Black/ABS45DFBS.pcrp?catId=201030,539,,
Ranges,PC Richard,BAK100OP,BAK100OP,http://www.pcrichard.com/Premier/Premier-20inch-Free-Standing-Gas-Range-White/BAK100OP.pcrp?catId=201030,443,,
Ranges,PC Richard,BCK100OP,BCK100OP,http://www.pcrichard.com/Premier/Premier-24inch-Free-Standing-Gas-Range-White/BCK100OP.pcrp?catId=201030,502,,
Ranges,PC Richard,BFK190OPQ1,BFK190OPQ1,http://www.pcrichard.com/Premier/Premier-30inch-Free-Standing-Gas-Range-White/BFK190OPQ1.pcrp?catId=201030,403,,
Ranges,PC Richard,BLK100WP,BLK100WP,http://www.pcrichard.com/Premier/Premier-36inch-Free-Standing-Range-White/BLK100WP.pcrp?catId=201030,504,,
Ranges,PC Richard,DG201BS,DG201BS,http://www.pcrichard.com/Avanti/Avanti-20inch-Free-Standing-Gas-Range-Black-with-Stainless-Steel/DG201BS.pcrp?catId=201030,718,,
Ranges,PC Richard,DGGF3054KF,DGGF3054KF,http://www.pcrichard.com/Frigidaire-Gallery/Frigidaire-Gallery-30inch-Free-Standing-Gas-Range-Stainless-Steel/DGGF3054KF.pcrp?catId=201030,989,,
